epsilon,neighborhood,year,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
2.0,194,2019,11,0,9,0,14,0,2,0,3,0,5,5,3,20,12,0,0,1,0,0,0,0,1,11,24,0,0,2,4,18,0,33,0,0,0,0,2,363,0,5,0,2,0,16,380,0,0,0,3,0,0,17,2,25,3,0,0,2,4,0,0,0,11,19,0,0,46,6,2,17,0,3,16,9,0,0,0,39,0,0,0,0,14,0,0,6,6,9,0,3,3,6,0,10,0,0,9,15,15,0,0,7,0,0,0,0,12,4,1,0,0,0,7,12,7,0,0,8,0,1,1,0,0,5,0,32,0,0,37,7,0,0,1,2,24,0,10,0,6,0,19,4,0,34,12,2,1,5,7,36,30,0,0,41,16,0,5,0,12,14,0,67,15,33,0,0,0,0,25,8,6,7,0,12,0
2.0,194,2019,12,0,4,0,25,0,11,7,0,23,12,0,0,4,4,0,0,4,0,0,0,4,0,0,0,14,11,11,0,0,10,0,0,0,17,2,10,617,2,0,0,4,3,18,265,0,0,0,6,0,0,1,1,30,0,9,1,1,14,1,0,1,0,0,44,4,14,1,0,3,0,8,1,42,5,0,2,0,9,16,0,0,0,22,8,2,5,8,11,4,0,0,0,5,9,23,0,20,8,0,7,0,0,2,0,10,0,13,0,26,0,21,0,11,0,11,0,24,15,37,1,0,5,17,0,0,19,1,0,27,0,10,0,17,15,15,3,24,4,3,6,0,17,9,0,0,0,3,23,0,2,0,0,0,0,4,0,11,13,0,22,0,0,1,0,1,21,6,4,23,0,0,0,17,2
2.0,195,2019,1,0,0,2,13,8,9,0,6,0,0,10,2,1,6,35,0,0,14,5,5,8,4,0,0,1,6,0,1,9,0,2,26,0,20,1,8,0,0,0,6,0,6,1,2,25,0,7,26,13,3,0,0,4,0,1,0,0,1,0,0,0,9,0,0,11,42,1,0,0,3,0,0,3,10,0,0,17,6,0,2,22,0,0,0,0,7,3,0,6,14,2,1,4,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,10,0,0,13,13,0,0,0,0,0,8,5,0,20,0,8,4,3,2,0,0,3,1,0,0,0,0,0,0,0,10,0,10,0,0,10,36,21,0,0,7,0,0,0,0,0,0,0,34,0,33,5,0,5,4,0,1,0,0,8,6
2.0,195,2019,2,0,0,5,0,0,2,0,0,5,0,19,0,0,5,4,19,0,0,3,10,3,11,0,10,0,0,0,0,8,10,7,0,0,0,3,4,21,6,0,9,0,23,16,0,0,5,4,0,0,26,0,18,5,9,0,2,7,13,3,2,1,11,0,11,0,0,33,4,18,3,3,0,0,0,19,0,2,0,5,0,0,0,2,24,0,0,8,8,25,13,14,15,8,29,2,3,1,0,0,3,8,0,6,0,0,0,0,5,0,17,0,0,0,0,9,0,0,0,0,2,0,3,0,2,1,0,0,0,8,33,2,0,0,0,0,1,0,3,1,7,4,0,1,0,12,0,0,4,8,0,0,6,0,0,0,2,11,8,15,0,4,0,3,7,0,7,6,0,0,0,0,0,37,5
2.0,195,2019,3,5,0,13,0,10,0,6,28,0,0,6,10,0,2,0,0,0,9,17,0,2,0,0,0,0,10,0,21,22,5,0,0,0,10,0,16,11,0,0,19,0,0,0,3,18,0,0,0,0,0,0,8,15,0,0,3,0,1,0,0,0,0,2,27,3,0,8,1,0,0,25,0,0,17,0,8,0,0,0,0,0,4,0,0,0,12,11,15,0,12,0,10,0,4,2,0,13,12,0,2,8,0,0,8,16,8,0,5,5,6,0,10,0,0,1,0,0,51,5,0,8,0,0,0,0,4,0,4,0,22,6,24,0,0,6,2,2,0,0,5,0,0,2,0,0,6,0,8,5,5,10,0,8,0,7,0,14,7,0,0,37,30,19,16,0,0,9,8,0,0,6,0,7,0
2.0,195,2019,4,0,5,4,0,0,0,0,0,6,0,49,0,0,16,12,19,0,0,0,10,0,0,0,22,1,6,0,0,10,16,0,3,1,36,5,0,0,11,7,31,7,9,0,0,13,4,1,0,0,0,0,4,0,30,0,0,1,9,0,0,25,6,0,0,17,23,0,2,0,12,52,0,0,7,25,11,0,0,17,0,5,0,16,0,0,18,0,7,0,2,0,4,0,0,0,1,0,10,0,12,0,0,4,0,0,17,2,5,22,0,0,0,26,0,22,6,0,9,13,2,0,0,3,0,0,0,0,0,0,3,0,22,1,0,0,4,0,0,0,0,0,0,27,0,0,1,46,0,5,3,5,6,0,8,0,0,0,0,7,8,1,0,6,18,19,0,0,0,0,0,4,0,0,5
2.0,195,2019,5,8,0,0,2,0,0,0,0,0,7,2,0,0,0,0,0,1,8,6,0,4,14,1,25,0,0,0,0,6,25,0,0,23,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,26,4,58,14,0,9,0,20,11,0,17,0,0,2,0,3,8,0,0,0,0,5,0,0,3,0,0,0,11,12,5,0,10,0,4,2,24,6,0,0,46,0,8,0,13,0,0,5,0,0,0,1,10,1,0,0,3,6,0,0,5,29,0,3,0,5,0,49,0,0,10,4,0,0,0,0,0,6,0,1,6,6,27,2,14,22,6,0,0,33,0,0,8,13,11,0,0,10,0,10,11,1,1,0,4,0,0,0,4,14,17,35,3,8,0,3,9,4,14,6
2.0,195,2019,6,1,0,0,21,0,12,13,0,2,11,0,0,0,39,4,5,10,9,5,0,0,3,6,16,0,0,6,0,0,3,0,0,1,0,0,2,0,0,1,1,43,11,3,0,22,3,0,0,6,0,9,2,0,42,6,0,0,10,10,38,0,0,0,4,0,50,18,0,12,0,46,0,0,13,33,0,44,0,0,24,12,0,16,23,0,0,0,0,0,3,11,29,0,0,0,0,2,0,0,2,19,0,0,0,3,2,0,0,29,0,12,0,0,3,4,0,1,0,0,13,0,3,0,1,35,11,0,17,30,0,0,0,12,0,15,11,4,0,0,0,6,5,7,0,0,22,35,0,0,0,0,20,0,0,0,8,8,0,0,3,0,0,1,26,0,0,15,0,0,7,5,0,4,3
2.0,195,2019,7,0,9,0,1,0,0,11,4,0,0,8,0,13,0,0,0,0,19,20,0,0,2,9,1,6,0,0,0,0,0,0,0,3,0,0,42,3,0,0,0,0,0,0,0,6,9,3,0,13,0,11,0,27,0,16,0,0,0,2,20,0,0,0,18,0,29,28,1,4,5,0,7,0,0,0,33,0,7,14,0,0,14,0,0,0,24,11,6,12,7,15,0,0,1,3,0,21,0,1,0,4,0,0,0,0,0,0,0,0,6,0,10,15,7,0,0,5,14,9,3,0,16,10,0,0,0,12,4,0,0,0,0,0,40,0,5,0,0,11,0,0,6,60,0,0,13,47,0,3,0,0,4,0,7,2,0,0,3,1,0,0,0,0,0,0,15,0,15,0,2,1,4,0,3
2.0,195,2019,8,1,0,0,0,0,30,0,0,0,1,0,21,0,27,17,0,0,8,0,5,47,8,0,0,0,0,0,21,0,13,11,5,11,2,0,0,0,0,0,23,0,16,0,11,22,0,0,0,0,9,0,2,0,9,0,0,20,0,5,0,0,11,0,0,5,16,15,0,13,6,0,0,0,4,4,6,2,0,11,0,3,17,4,0,0,7,59,0,0,0,1,19,0,8,24,2,10,0,0,0,0,0,1,0,0,0,0,17,0,0,2,0,8,0,0,0,17,17,0,4,0,0,51,0,1,0,0,23,0,8,0,0,7,4,3,0,0,7,31,4,2,0,20,0,0,0,16,9,10,0,0,17,0,0,0,0,0,0,0,0,1,1,0,9,0,3,0,0,0,5,0,6,0,0
2.0,195,2019,9,0,11,0,10,0,5,0,27,7,1,14,0,30,39,2,5,0,3,0,1,0,23,0,0,29,0,16,23,12,0,10,9,0,0,0,0,9,0,0,0,6,26,6,10,2,0,0,29,6,0,0,33,0,0,0,0,4,6,16,0,0,3,4,0,24,26,0,1,7,0,0,0,5,0,2,10,0,0,12,2,0,0,32,0,0,0,0,7,0,24,1,5,16,0,11,0,11,6,5,0,2,0,0,0,1,26,0,0,38,0,3,9,0,0,0,2,0,67,0,0,1,1,16,2,0,12,0,0,0,0,9,0,0,0,28,3,4,7,15,15,1,5,11,0,0,5,53,0,5,11,1,0,28,9,13,0,22,2,0,0,0,0,0,35,20,0,15,17,2,0,10,0,0,0
2.0,195,2019,10,10,4,0,12,4,0,3,0,0,4,0,6,0,6,0,20,3,3,0,0,1,0,0,0,0,9,8,0,26,11,40,0,3,0,6,0,6,2,0,0,0,5,0,15,0,0,5,33,15,0,0,0,3,0,7,0,0,0,0,12,3,0,6,22,2,12,0,0,9,0,0,15,31,4,0,4,0,5,0,29,0,0,17,45,0,0,21,13,10,25,3,12,0,9,22,31,0,12,12,0,5,8,0,0,0,17,0,0,0,35,0,0,0,0,5,0,0,10,0,6,0,11,0,0,0,1,0,0,0,3,0,0,0,2,0,0,2,0,0,10,6,11,0,18,0,10,0,0,0,0,10,4,3,0,0,1,0,0,0,0,1,16,0,6,4,0,7,13,1,0,2,6,3,0
2.0,195,2019,11,4,0,4,0,0,0,2,0,1,3,0,0,0,0,4,0,25,0,0,0,0,19,0,0,0,0,0,0,0,7,8,15,15,3,10,0,0,0,0,0,14,2,0,6,0,0,3,2,0,0,2,6,0,0,36,1,9,4,24,0,8,12,2,0,7,5,0,0,7,0,0,0,0,0,0,14,7,4,6,4,1,12,0,0,0,0,0,0,0,6,0,0,0,2,3,0,0,4,0,0,0,0,9,13,20,0,4,0,1,15,0,0,7,0,0,0,9,0,0,37,0,2,8,4,0,0,0,13,0,0,1,1,21,5,0,0,0,9,0,13,22,8,29,0,0,18,9,0,0,10,19,3,1,0,0,0,4,5,6,7,6,0,10,4,9,0,5,2,0,0,0,0,14,11
2.0,195,2019,12,1,2,0,0,0,0,0,7,0,0,0,3,11,0,0,11,0,0,0,6,0,12,11,2,13,0,10,31,0,0,1,6,0,0,12,8,0,0,0,0,9,7,0,9,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,19,1,0,1,13,0,0,0,0,19,0,8,20,5,0,0,0,0,5,0,0,0,0,10,22,0,0,0,0,0,3,1,0,10,0,0,3,5,1,0,1,1,0,0,15,0,0,2,11,10,27,0,5,0,13,26,0,0,12,0,0,7,8,49,0,3,1,21,0,4,0,0,2,0,0,2,0,0,0,0,15,0,0,0,4,0,0,3,1,0,1,0,5,15,15,8,20,0,22,31,0,0,5,0,0,27,0,18,0,0,0,1,6,16,4
2.0,196,2019,1,0,0,0,0,1,0,0,17,1,62,14,14,0,67,6,0,3,7,19,11,0,0,0,22,0,0,0,7,12,25,11,11,16,0,18,32,70,2,1,0,5,0,16,0,0,32,0,0,1,7,11,0,8,47,26,1,0,0,0,16,9,30,0,1,0,1,0,0,11,8,0,0,12,10,0,0,14,0,4,1,0,0,0,41,18,19,0,12,20,19,0,4,0,15,9,0,9,3,4,8,0,0,0,45,4,8,11,9,0,5,0,13,9,12,0,0,17,0,0,13,37,7,12,0,5,4,1,36,23,10,7,0,9,1,12,37,0,0,0,10,8,25,51,0,0,0,25,32,58,3,0,0,0,0,20,42,4,20,10,10,3,14,4,0,28,0,14,7,5,0,0,0,2,0
2.0,196,2019,2,0,4,0,5,5,25,15,0,0,21,3,0,0,14,0,11,0,0,0,5,2,0,15,11,25,0,11,0,0,22,0,0,0,0,4,39,181,0,7,8,0,0,9,18,0,0,0,4,1,32,24,19,8,26,0,0,19,0,11,10,14,17,13,1,9,0,0,0,31,0,0,0,0,13,23,0,6,10,0,7,24,4,0,0,15,9,0,9,0,10,0,16,0,0,0,0,4,0,0,0,0,7,0,0,7,17,8,4,0,0,4,10,0,1,0,19,36,12,0,0,12,12,0,0,0,6,8,11,8,0,0,0,2,3,13,22,0,0,0,0,15,0,19,0,0,7,3,6,56,25,4,0,6,0,27,0,21,36,1,0,0,0,8,0,0,2,8,10,32,2,0,0,0,8
2.0,196,2019,3,0,16,0,9,13,23,0,3,0,54,22,0,0,1,10,5,1,0,21,10,3,14,0,0,11,0,39,0,0,26,1,0,4,0,0,10,442,8,1,0,1,0,39,0,2,3,0,0,0,0,12,0,0,1,10,6,0,0,15,0,18,19,36,0,45,4,0,0,6,4,0,0,13,0,77,12,0,0,0,0,26,11,0,16,10,0,17,14,0,0,0,10,0,57,17,2,32,8,2,0,11,8,6,15,5,0,34,6,9,4,0,13,0,33,10,0,6,0,26,4,0,10,0,0,20,8,5,19,0,1,0,5,11,0,12,50,0,0,2,15,0,1,25,0,7,0,2,0,86,0,0,0,2,0,39,0,25,22,0,1,9,0,0,7,0,28,5,0,0,5,0,0,0,0
2.0,196,2019,4,0,0,0,2,0,0,0,0,15,31,18,0,0,0,3,0,4,0,1,0,0,2,14,12,0,13,28,11,2,62,0,20,12,14,0,18,407,4,0,26,6,0,5,20,0,3,3,8,0,0,18,12,6,61,5,0,5,1,6,0,11,7,0,3,8,0,0,0,0,0,10,0,17,21,126,0,8,20,0,5,27,0,0,0,5,4,0,0,0,3,0,5,2,0,0,15,17,2,0,0,4,0,0,24,16,1,13,37,10,0,0,0,0,5,0,0,16,3,7,13,0,0,0,0,2,8,15,0,0,16,14,5,0,0,10,58,1,4,0,7,4,0,5,0,0,17,0,6,47,2,0,0,0,11,0,0,24,0,0,12,11,9,9,0,12,10,0,0,23,0,0,3,0,0
2.0,196,2019,5,0,7,0,5,27,0,2,1,0,43,0,0,0,4,0,0,0,0,6,0,10,0,10,0,8,17,16,13,9,11,3,0,0,2,0,18,263,2,6,0,7,8,32,31,7,9,17,16,0,4,7,2,4,56,0,0,0,1,4,6,0,27,2,0,4,4,3,1,14,0,0,0,2,0,74,0,0,14,1,13,37,28,0,6,67,1,26,17,0,1,12,0,0,20,0,8,22,0,0,0,0,2,0,27,9,0,5,3,21,8,24,7,3,26,5,9,0,0,1,6,0,13,0,0,0,42,7,0,12,0,8,0,11,0,6,73,0,0,2,0,0,16,32,0,0,0,14,6,76,12,5,0,12,26,4,9,10,20,0,13,6,24,7,0,0,0,0,0,0,18,0,1,5,0
2.0,196,2019,6,0,0,8,17,12,0,1,2,0,48,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,15,2,8,9,25,3,12,36,0,0,19,202,7,26,7,19,14,14,89,0,0,0,3,2,14,10,0,12,43,0,7,0,3,2,0,0,5,3,7,4,19,0,1,3,1,0,0,0,0,35,0,0,0,13,15,15,16,8,21,1,4,0,3,25,0,0,71,2,4,16,1,29,0,7,11,0,15,23,17,5,3,0,8,0,19,9,7,1,0,1,0,0,6,0,20,10,0,23,0,0,14,0,10,5,3,0,2,0,0,0,19,11,2,0,8,0,0,4,9,0,0,0,5,32,0,5,0,31,4,11,1,0,25,0,0,10,0,0,0,0,1,3,12,25,38,0,0,10,1
2.0,196,2019,7,17,0,0,11,0,0,0,6,0,42,0,13,0,0,5,1,0,26,37,0,0,0,20,13,0,9,19,2,6,51,0,0,0,0,1,1,139,21,0,13,0,2,28,99,0,0,0,16,0,16,18,0,13,70,0,0,0,0,0,0,17,27,0,2,19,15,47,0,7,0,0,5,5,0,20,13,0,11,0,3,15,0,21,10,32,0,0,0,0,0,5,7,2,15,5,0,12,0,7,6,0,0,15,0,0,8,32,15,0,3,5,9,0,29,13,0,0,9,0,13,1,0,9,11,16,12,8,4,0,0,0,0,0,0,0,48,3,5,0,0,0,0,23,0,0,1,0,2,16,9,0,1,10,19,33,0,0,11,0,0,0,0,0,2,2,9,33,0,0,0,0,2,0,3
2.0,196,2019,8,0,0,0,4,29,0,0,0,3,36,1,0,0,0,0,0,0,0,17,0,1,19,21,0,2,0,16,13,0,32,0,9,10,4,5,18,144,26,0,0,0,3,3,76,1,0,9,23,16,0,25,0,0,44,6,0,0,8,5,7,0,0,0,0,3,10,12,0,0,2,0,4,11,0,24,18,24,18,0,6,10,0,0,3,20,0,0,0,0,0,0,1,2,0,11,13,15,0,0,3,0,40,12,11,16,0,1,0,2,0,0,17,0,7,0,0,0,10,16,4,0,4,30,0,5,1,3,0,2,31,0,0,12,0,7,16,6,0,0,13,2,0,0,5,0,0,0,21,23,0,0,0,0,28,0,6,2,12,0,3,14,0,0,0,0,0,0,0,0,13,2,0,0,0
2.0,196,2019,9,7,0,0,14,5,1,0,0,0,43,15,10,4,0,1,5,0,11,1,2,10,14,0,0,0,0,18,0,11,39,3,0,6,5,0,22,110,0,0,22,5,7,3,71,1,0,2,8,0,0,16,0,9,54,11,27,0,0,0,14,0,35,1,48,0,0,1,16,0,0,0,10,9,0,25,0,5,0,33,1,12,0,17,9,6,0,1,0,0,0,0,0,1,11,0,5,25,0,0,1,0,4,8,19,5,0,4,0,15,9,0,1,0,0,15,7,0,3,12,0,0,5,9,0,5,19,7,6,0,0,0,0,3,16,0,25,0,0,3,0,7,0,27,0,0,3,4,7,49,0,0,6,6,0,0,2,0,17,6,26,0,0,0,0,0,0,0,0,9,0,13,5,8,25
2.0,196,2019,10,0,0,0,0,12,72,2,0,1,61,0,0,0,6,8,0,1,21,3,0,8,36,0,3,0,0,0,0,0,16,0,0,0,9,9,16,79,19,8,0,0,1,43,24,0,5,0,8,7,1,20,0,11,75,13,0,9,0,0,0,4,10,0,0,12,11,0,13,28,0,0,0,18,0,31,0,4,0,0,2,33,11,28,0,12,35,0,2,6,4,5,5,1,44,0,0,48,9,8,0,2,2,7,5,0,0,26,0,0,9,0,15,1,0,0,8,0,0,0,8,0,0,0,0,24,6,0,0,15,10,12,4,17,21,1,44,0,5,2,0,0,11,29,14,0,0,7,7,55,34,4,1,3,2,0,0,0,13,5,0,0,0,0,0,0,0,2,0,0,4,0,0,6,0
2.0,196,2019,11,3,0,13,1,0,4,0,0,16,32,1,0,21,9,0,18,8,5,8,21,0,0,0,0,2,0,13,0,0,15,8,0,2,0,1,7,139,0,0,0,8,0,8,90,0,0,16,30,0,5,26,0,0,53,0,0,0,0,3,0,2,4,0,0,6,0,26,0,4,0,0,0,0,0,2,0,0,0,5,0,13,0,34,13,28,12,0,0,0,0,4,13,0,0,0,2,11,0,2,6,6,13,0,22,0,6,12,19,5,22,1,1,7,22,0,0,0,0,0,0,0,0,12,36,1,28,11,0,6,3,28,1,1,10,0,28,0,12,0,19,7,0,22,0,0,0,41,0,35,0,23,0,0,0,4,0,1,17,0,7,0,2,0,4,12,0,2,0,0,0,1,4,0,0
2.0,196,2019,12,8,0,0,0,0,0,5,2,13,30,0,37,0,0,0,4,13,55,3,34,0,8,18,0,8,0,16,0,12,21,0,0,7,0,7,7,186,12,0,1,6,5,35,108,6,0,0,8,0,7,15,1,7,53,0,0,4,6,0,3,6,13,2,6,0,1,0,0,0,0,0,23,4,0,6,1,3,14,11,27,2,8,21,2,27,8,0,4,1,10,0,4,3,0,0,10,0,2,0,2,26,0,5,65,10,13,0,0,0,59,33,10,0,0,13,2,1,11,0,8,15,4,13,0,8,0,0,0,0,0,0,0,0,6,9,38,12,0,8,0,0,5,19,0,23,0,0,0,45,0,0,6,0,0,0,3,0,13,5,6,0,20,38,6,0,0,0,0,0,19,0,6,0,0
2.0,197,2019,1,0,2,0,0,0,1,2,61,0,4,0,19,1,0,11,0,1,3,0,1,16,19,0,0,0,0,0,3,5,23,0,0,0,5,1,5,33,0,1,5,0,0,7,0,5,2,51,0,31,0,9,2,0,0,0,0,0,0,0,0,0,0,28,0,17,0,0,0,0,0,8,6,34,10,7,5,0,43,0,8,10,0,3,0,0,7,7,28,0,4,0,0,1,1,0,3,0,20,0,6,7,0,5,0,0,0,0,1,0,6,3,8,0,7,5,0,0,9,0,0,0,0,1,3,0,8,11,0,0,18,15,0,0,0,0,0,0,7,17,0,0,8,7,13,1,7,18,0,26,0,0,23,0,14,21,4,0,4,4,6,0,0,2,0,2,25,7,12,0,9,0,3,0,5
2.0,197,2019,2,8,13,0,12,2,3,10,0,0,0,12,3,1,29,0,5,0,0,6,1,0,0,45,0,3,0,0,0,0,6,0,0,6,0,0,0,41,0,0,7,0,1,1,7,6,0,1,6,0,0,3,0,0,15,8,0,16,6,10,0,0,12,11,3,3,5,23,9,0,24,5,0,13,0,33,2,24,2,0,14,0,14,0,6,1,0,0,0,2,0,0,6,0,9,6,0,7,0,0,0,13,0,0,5,0,18,0,1,37,8,0,0,0,42,0,0,0,0,21,18,0,3,0,13,0,0,21,0,0,0,4,3,2,0,1,44,2,0,14,1,30,0,13,3,0,1,9,19,18,0,24,0,3,24,0,16,0,3,18,2,0,3,0,0,24,0,2,6,0,1,13,2,0,9
2.0,197,2019,3,2,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,10,1,0,0,0,0,0,10,0,0,0,7,6,0,2,1,13,0,0,160,0,3,1,5,12,30,0,12,0,15,0,0,0,0,0,4,8,0,69,5,3,0,0,0,7,0,8,15,0,0,19,0,0,26,0,0,18,26,0,0,1,0,1,13,8,21,17,0,5,0,17,22,0,10,38,3,9,2,0,0,6,7,3,0,1,0,21,0,0,6,0,0,0,7,1,4,5,0,12,11,2,0,0,6,5,0,2,7,0,0,8,4,0,6,1,2,0,0,0,0,9,25,2,4,0,21,0,0,1,0,0,5,0,0,40,6,4,0,2,18,0,0,0,14,3,4,10,0,0,3,5,2,11,38,0,1,0
2.0,197,2019,4,0,19,14,3,0,19,3,5,32,3,0,0,0,1,6,0,0,0,0,0,0,4,0,5,15,1,11,34,0,21,0,4,5,0,0,11,88,0,0,0,0,12,0,35,5,0,0,0,0,0,0,0,0,13,0,5,25,0,0,0,15,3,0,0,0,4,0,12,18,0,3,17,0,0,0,3,0,3,27,0,0,0,0,18,11,0,3,0,0,11,0,0,6,0,36,6,8,24,0,1,2,2,9,2,0,4,0,0,0,0,6,0,0,0,1,0,1,15,3,3,0,1,0,39,0,0,58,24,46,0,2,23,5,0,0,9,7,10,0,0,2,1,16,1,5,0,0,0,15,3,0,1,1,0,0,2,0,0,4,0,29,1,8,8,2,2,0,0,0,4,8,0,14,0
2.0,197,2019,5,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,15,0,6,0,7,10,17,34,5,9,14,26,3,2,8,15,9,0,8,0,17,80,2,0,0,18,16,0,0,8,0,0,12,7,0,0,17,0,21,0,0,0,0,49,4,23,0,0,0,0,0,0,0,10,3,2,0,0,0,16,0,0,3,0,8,3,8,0,8,20,0,1,0,29,0,0,12,0,1,0,0,0,0,0,9,18,3,0,37,13,8,4,6,12,0,10,0,0,0,0,3,0,0,26,0,9,0,6,0,1,0,0,0,9,5,0,0,0,0,2,15,25,14,4,57,0,5,0,6,22,0,1,5,11,0,0,0,2,15,11,20,0,7,0,2,1,18,3,0,3,0,2,5,0,0,11,0,0,0
2.0,197,2019,6,0,0,0,0,0,0,0,5,10,11,0,0,2,0,0,9,33,4,28,0,0,0,8,1,16,0,1,6,0,11,0,0,10,0,41,2,100,0,0,8,8,24,17,0,5,27,5,0,0,2,6,0,7,6,12,6,4,5,0,0,6,8,0,0,8,0,0,18,5,0,24,12,15,16,5,0,0,4,4,0,0,39,3,24,13,4,4,0,17,1,14,38,26,0,0,0,0,24,0,0,0,1,2,0,6,0,0,0,20,7,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,5,33,0,7,0,0,0,2,0,0,5,41,0,0,0,0,6,2,10,7,0,3,0,13,0,0,0,0,1,0,4,0,3,0,0,9,0,0,7,10,0,16,6,0,1,21,0,17,0
2.0,197,2019,7,0,1,9,0,14,0,8,0,9,7,3,3,0,17,19,7,0,23,12,1,1,15,0,0,16,0,11,0,0,1,0,2,7,0,15,3,54,0,17,4,0,0,8,37,29,0,3,2,0,0,8,0,0,20,0,0,26,2,0,0,4,3,0,3,10,7,9,4,12,0,0,15,8,31,22,0,17,14,0,5,11,0,0,0,13,3,0,0,0,0,0,11,38,5,8,0,14,0,10,0,0,4,0,0,0,0,3,25,9,1,6,0,0,8,0,0,3,0,11,8,4,0,1,0,0,14,0,0,0,0,11,31,0,0,1,5,0,6,5,7,0,0,2,0,0,0,0,2,6,9,0,0,5,8,6,0,0,7,15,31,0,3,0,0,21,2,8,0,2,5,31,28,3,6
2.0,197,2019,8,25,0,10,0,0,0,0,0,2,11,0,4,17,0,0,0,11,0,0,0,4,46,12,11,0,6,17,18,0,9,0,14,2,4,10,2,78,10,0,0,0,3,0,41,4,4,0,0,4,1,8,0,10,31,3,0,0,2,10,15,0,6,11,16,0,0,4,0,2,0,2,29,20,10,15,0,3,0,10,0,31,0,9,4,16,4,0,0,0,16,0,1,14,6,6,0,1,2,0,0,0,2,0,9,0,26,1,13,9,4,11,0,2,10,0,0,15,0,1,1,5,0,6,7,0,35,5,0,1,0,0,0,0,7,22,5,0,13,2,52,7,9,0,0,16,0,11,2,1,0,10,0,29,12,3,0,0,0,1,0,0,0,29,0,8,0,17,11,0,6,0,31,9,1
2.0,197,2019,9,13,0,18,0,0,0,18,0,1,0,0,5,0,0,10,12,11,8,18,0,0,5,5,12,0,0,0,2,0,4,24,0,0,67,1,4,48,0,22,0,15,3,30,25,0,0,0,0,0,0,23,1,5,29,23,0,0,0,6,6,2,18,0,16,0,5,1,0,13,14,0,0,7,0,0,3,3,0,41,0,0,0,4,37,16,4,0,0,11,0,0,0,22,0,0,0,2,0,1,19,0,2,1,13,18,31,0,0,0,29,0,0,0,4,0,0,0,0,0,11,28,0,0,0,31,0,0,0,4,2,0,0,4,28,0,25,0,0,17,0,1,0,4,0,14,27,0,10,8,2,5,23,0,1,8,0,0,2,0,3,27,0,1,24,2,8,0,15,14,0,0,0,21,0
2.0,197,2019,10,0,0,0,0,0,2,0,2,0,0,0,23,39,0,0,11,0,2,0,3,0,0,0,7,0,1,0,25,0,48,0,4,0,5,0,2,39,20,0,0,0,0,12,20,24,5,0,0,8,7,0,0,8,8,14,8,23,8,0,31,1,7,0,0,4,0,0,0,5,0,0,0,0,0,3,0,20,0,0,0,13,7,4,0,0,0,0,0,2,2,0,1,0,0,0,0,11,0,2,0,11,4,28,7,19,7,3,1,5,4,1,0,2,2,0,0,3,0,15,14,0,0,8,8,0,5,3,4,0,0,0,28,0,0,0,0,0,0,0,0,29,0,9,13,0,1,0,0,9,0,2,4,0,6,0,0,0,0,12,0,0,0,9,14,5,0,3,6,1,0,2,0,0,0
2.0,197,2019,11,1,24,0,0,0,0,8,0,0,23,0,0,0,0,0,3,0,0,0,68,0,3,8,9,1,0,0,0,11,0,0,0,2,0,0,1,64,7,0,0,0,0,0,50,0,13,8,0,3,0,3,2,25,0,0,4,1,0,3,19,0,0,12,0,0,4,0,0,1,15,0,0,0,7,0,0,3,7,65,3,0,0,11,0,4,10,0,0,11,2,0,5,0,0,0,39,0,0,0,4,21,5,0,2,0,3,0,13,0,20,22,5,10,11,19,1,0,0,0,8,7,0,0,9,0,4,0,0,4,4,0,6,0,0,0,14,12,0,13,3,2,0,0,0,0,0,0,2,16,6,10,4,0,10,0,31,8,0,0,11,0,0,0,22,0,4,9,0,0,0,2,0,17,0
